# Samet-AV Sample Signature List (Test Import)
# Format: SHA256,MALWARE_NAME
3c6f9de81c20bd535ff6d79fa6aa22dc3cdeff166b30ab4f1783b69f75c2fc97,Trojan.Win32.CobaltStrike.4
1614af23d5b73d8879a1ccb01b81370c33153993d2ad58b9df825d4734a273ab,HackTool.Win32.Mimikatz.5
c7abe195d41e5d47c41aef8426b22683d3948504386bae2315931d1e39bfdb5c,Adware.Win32.DealPly.6
cb1a91621d2ca99abfbbce0a501a98352911eeb5d8aa562476c7bee53ac7c69b,Dropper.Win32.Generic.7
682bb482477a9bc87ae295881959b66cac9861528d55330b7fab1b0940cd73fd,Trojan.Win32.WannaCry.8
16a1df22db20b856c5f50a82591f2e973410e1cb25a2e96fd35fb909607ad4a7,Ransom.Win32.LockBit.9
e8846e58a9a4eba3679dcf8af9a54f18d38b5d4768d6680db9fb259e99ff649f,Backdoor.Win32.DarkComet.10
461922386091a7f3a8b0b9f4bc964f2b3191c2b657a8887ad2009ad480846281,Spyware.Win32.AgentTesla.11
23fe80af5bc26f709a2f754a3b0f0317be1084a6deac70e0870b27e103bab085,Trojan.Win32.RedLine.12
cbf331ea8fe2fcb4b02d96d2cd663a175de5312857817e8c556eae547deae7d2,Miner.Win32.XMRig.13
4de8d18dad915a37f7ac1333b16da3b97ecca62d88d2961d4398413058e8247c,Trojan.Win32.Emotet.14
440751006909ff46f595e6cc40d8c66b15a74ad3fce88369061caad2e28ccb9b,Worm.Win32.NetSky.15
fadf2c688394cd77f7984296c0e6f49f161565c722deac27929a69053bd3168a,Trojan.Win32.CobaltStrike.16
9e7efca4a65bcaaf0e2adceeb915e456a55c3edf9c51d7587335bac3d7177f17,HackTool.Win32.Mimikatz.17
74037b10393736b52b91df04d5de3d9063385e366c9ff138095199e8d6ed7be1,Adware.Win32.DealPly.18
b4ffc534ee659106084af86862add983507d8acbaab091113eba0400d2deb2a9,Dropper.Win32.Generic.19
651131d6fffeaeffb27cf29853efe17f36355c9c98733423d3cd0c1a02aaf608,Trojan.Win32.WannaCry.20
3993703b0b4b5d73ef7522805a01122d8649027975a64b90be8978284012952e,Ransom.Win32.LockBit.21
6687cd8eeb7568f3bd1316e7c76d21ffad0bfe351c8529f1e97498ac4725daec,Backdoor.Win32.DarkComet.22
ad7bb1ffcf5ee44ecd69dc439775c8d6670beb36084f909d26dc66342b81d8ec,Spyware.Win32.AgentTesla.23
82047e523516509d8b4b92d02c736d1d4a7ccfe0d06ed451db22679aea4d7bd4,Trojan.Win32.RedLine.24
6f64731c753e7b8fbb90229cc6d2fd2fd8de7c943e7dbe1300b5e36e730e5e17,Miner.Win32.XMRig.25
c3612e55b675f44280463ce36b10c92b13e0fb9d9979b52f869661812243024c,Trojan.Win32.Emotet.26
4d6496024bb1d1718d53498b09b9ba71a66debecd1e44d4f72568f366c2ccb43,Worm.Win32.NetSky.27
ebe5629737efb585c056da9cb6ab8fc852ba32e0b7e3469e1bbb478c83c9916f,Trojan.Win32.CobaltStrike.28
91886d36444052e7c781c0cce624423baab6efd32f46062369cb6d961c17daba,HackTool.Win32.Mimikatz.29
c728349ec5be4348f4eff2f514008b2b1d7a47bc83d60bcfef0e0e7fd979d63b,Adware.Win32.DealPly.30
d3cc1c126dd5fbfd74d7711dff5182a2e64e10df849a074a9c5571e05ab57386,Dropper.Win32.Generic.31
49e4000c443b5f15321e696496a44a5d78be5eb1e4b2e7b42c2fe1996f1c1866,Trojan.Win32.WannaCry.32
78dc1f24a21d3e509eb39408f54cd63accb4a84e48c29efa416234502909491b,Ransom.Win32.LockBit.33
2fe3e09e5f3223703b5f17f4675992a1bde17d9bdf5f5a6cfe4655697c9ffdee,Backdoor.Win32.DarkComet.34
2111a9d7c6e4c3790700dcd2f54c47c3ad92e0d13bd1cab31905773174b76ab2,Spyware.Win32.AgentTesla.35
086768884f79a54cbd95808c363215a7bbd6636e3f1d8b5d09bfe79efe2ab57d,Trojan.Win32.RedLine.36
b86a6a3528c0edb46df0f2f6cc017d40cbedf15b7e22ab746f4a788e7ff71d6c,Miner.Win32.XMRig.37
c1bfc810bd64290565e1bcd94ec1bc7293468622a4b5ec643114ea31adae8c22,Trojan.Win32.Emotet.38
108acf056f16d708d570ab08d54dfea9c7f43b528e446cecedc2f0ed6022b975,Worm.Win32.NetSky.39
20842514eb9c45789a69117150e18ec978a588abe52c6c93bf65c94be36ffdd3,Trojan.Win32.CobaltStrike.40
14f5c440412598a3ede86b7902b5c74dddce1577af8ac940e02a6e45703484e2,HackTool.Win32.Mimikatz.41
f50128bcd25997497290ca19d19613cea098bcb7049c94561517733d0d49b91d,Adware.Win32.DealPly.42
77a42865f6729763c88cc278ecc357828d66f13c01e8e093c22f7b45257f9f01,Dropper.Win32.Generic.43
749b1655420e60ebc75fba0178c43ecdf937daf78d5adf35e2af72d621fa94e6,Trojan.Win32.WannaCry.44
e13e6ddd4278e8a0e298078fc133a380de56508123e47b48708d06669cadfa91,Ransom.Win32.LockBit.45
21207593b87d1e111ee2ea880bffc77fe22330c9f24cda0bd4da824ce3b062bb,Backdoor.Win32.DarkComet.46
fccb92cd54e0deced5e1d8c9762cd23d239140f76c983c55335d43a01b4a3ac1,Spyware.Win32.AgentTesla.47
cf186b07b807572f2f6a02af5e08169f54c61e0c5f5c27d576842db1007a95f7,Trojan.Win32.RedLine.48
2d96e57e59a81843d165ace7bd039b017a5b485872d19990052e79bea269b54e,Miner.Win32.XMRig.49
520bfe38e6f13bbf326c644a276bc8dae495fc0c9e2ebcba1e625cad9338136d,Trojan.Win32.Emotet.0
2083ef10627f1aeb5f4dfae13cd24d7b8018491d0ce58484cdd2482ce9fc700e,Worm.Win32.NetSky.1
edc4bc789845ed190f30521618294000a2901d3aafd38df4b7058e69e7f05e38,Trojan.Win32.CobaltStrike.2
7cf8f51fdd54500a199415061a9146aba8527571bdd3b9262331f9ff07a72b41,HackTool.Win32.Mimikatz.3
1d7656659c32acae854ac98dac5aa16515994d069ea7914545562357ee45cb39,Adware.Win32.DealPly.4
4368f21f5d808aebfa2892a14d2ba00e679c5746a305e5279cc46ec119ab82ba,Dropper.Win32.Generic.5
40f235ad493788c5127c9a4977617717a0732d29306cb273554a10e77ba8754c,Trojan.Win32.WannaCry.6
247c37b5c33fa441ef052f789d04379d3588f1e5bad4dfb41650fc78c122c12d,Ransom.Win32.LockBit.7
c2978164c2f3c8c0ec1783b1c4eb147c22a37d670184e00bc4d1553a7d5a779d,Backdoor.Win32.DarkComet.8
f66ae01adf52aa779806bf008ee91e804d4003d246b96ae011f2328b593278db,Spyware.Win32.AgentTesla.9
2c709810d10eba9075ddfdcfac0fd69a2d71b7384df34cdd2c4e88b1aa621149,Trojan.Win32.RedLine.10
d389d21610b25ba88c44cb06f71e059852175831190a1eec5394444462fe0e81,Miner.Win32.XMRig.11
217f3ea893f04aae71acabfed9dbdb9a1c8be17435afa71c81a47ba2b0e47296,Trojan.Win32.Emotet.12
6229fd574054f180445c74f8d12031e0e9d9e74c0c4adf3508b82d5db9f29b5e,Worm.Win32.NetSky.13
3964ecf811037ac21feae132d09bf317b4c0827acb97c684b4eee34d3cace131,Trojan.Win32.CobaltStrike.14
a993ae1b2812f5107d9bf4d7157d8d15e9cbeefe74e7c3cbfaa19b2df6b71ad5,HackTool.Win32.Mimikatz.15
4b03024f1641a6612a9f0943832e09c1f99a0b2bf10ced6609e190301a11da22,Adware.Win32.DealPly.16
d338b6ffc785c95186e41e3ddb6d550a9ae429099a424aa8c1c738ee3de85e07,Dropper.Win32.Generic.17
0870be15076a94858c9605dc9529814d0418aa0dd149cb3580762af0290ed1f4,Trojan.Win32.WannaCry.18
7869a16abf2f83c2dd21dd87eb3233ef9714f34ff7e179257019cc3541633a41,Ransom.Win32.LockBit.19
c9fe005c96b2acc923f746114e9bc5169aace4c990256966e9a438ba8f92f9b5,Backdoor.Win32.DarkComet.20
5e457aeefa42a5eaf342697d8b65164d0a3f2e537489953dd477710dd5be984c,Spyware.Win32.AgentTesla.21
de67944c17d52f3270aaf382089a71216e55173fb4a5c621e9112bcb0a8e6d14,Trojan.Win32.RedLine.22
dc4c126d518ea285faa3c044e3931034317cfedbcca3ef9aaeff674087016d12,Miner.Win32.XMRig.23
e1ef475fdd7bb1d862889de9d9564f8e4d9b7bfd02367e0b2efcddbbefe4c076,Trojan.Win32.Emotet.24
905c3e99f2867a0067c7ef9aa389dca56b87f0189485e94ea0b32d6f96cd6cf6,Worm.Win32.NetSky.25
d165ed3a50883c1b3910e4e9ee06d5d0aa8067c78db2251b86016de3b8257fde,Trojan.Win32.CobaltStrike.26
275297e067c704a96ce63c6ada64d51831681d615e8219e3a3ce9ed1e3a66ae6,HackTool.Win32.Mimikatz.27
0e42b79f8b1f2b85c8bcec195a9b9e4753de7a713b114faaace10e81255f94c0,Adware.Win32.DealPly.28
dd65bc24182383dfaccb3966139b1d0158ef729a480243ee00b64c2f56a67a54,Dropper.Win32.Generic.29
12cae79a7da709138c9cfc244290cb89c21860ccd0c456d2cd9f4bc7b78db5f1,Trojan.Win32.WannaCry.30
b0f2c33ff876efada97c4f30036e7f78ac44091daaebc1827ad34cedc303f347,Ransom.Win32.LockBit.31
cb825a51a86488a7df55b65838b18cfcd02f88804ba27f0f5bc2108b6b18618a,Backdoor.Win32.DarkComet.32
86da1547aad38cd66875f1159bf7fb25f147dedfac1f20dd8c261348aa3188af,Spyware.Win32.AgentTesla.33
dd207f03879f07e500320cc24257a448e6e3213520063a1b19fc16c017671bdf,Trojan.Win32.RedLine.34
ce2d7150cae5966400c1c351a5c574c10de3ab36a5ee9eb7047317b5c0b313d6,Miner.Win32.XMRig.35
6463e5cf15fef68ba2755873016f4881109e7a8aa99ffc871f0590f693e0f4ee,Trojan.Win32.Emotet.36
cc42f6bcb0ea2b41ce17d7fb4f1ddb29370850d673c5f6dd76450a9d23946121,Worm.Win32.NetSky.37
03542144c717d65e4846291558ed638515ccea0a161da6ae13243c7f44d3fcdd,Trojan.Win32.CobaltStrike.38
1ae7e94be270257f0ab7dc6fd969b35546741cb9a253a002f4adf740673fd876,HackTool.Win32.Mimikatz.39
836abd9a4c720af00c3e28c9a285805e101b7e3a7d79d279a3cd17ff0ea4741f,Adware.Win32.DealPly.40
86c0566b314a7514435cad5e13f705a43a79c1862ebea1e5926c8480f1a54fce,Dropper.Win32.Generic.41
df4cdd44f14b3672bd60de8b956aac07dce42c6d0d64306acef1ccbc92ceafe8,Trojan.Win32.WannaCry.42
ac590b17d52fd887efaa7e0872b35e9706205dad6abae6c21c71346e9c44c118,Ransom.Win32.LockBit.43
fb6039e9599adc0450c865b28baf6b63d0ac97c7a1e3e87e61c5550d6b7bf687,Backdoor.Win32.DarkComet.44
01a1bb217c1c2a566fb9c7a806e1db8956199f276b44064bff1570aef593c962,Spyware.Win32.AgentTesla.45
b4026272fd5b9885fdb540f9bf08275f398b3d6ff0245f0abcd941a7e5c9f19f,Trojan.Win32.RedLine.46
76ed0ddeb49761627f234752b3c8cbebc6f82f6e044653348ed7596cbc186fe3,Miner.Win32.XMRig.47
9413355ab6b0f419a0b8dbd993f2da790e4868b99877ff4853406eeb5727d550,Trojan.Win32.Emotet.48
31b2e9be52fd06cd5ee1d9c8241f42354d08197aff3660515c67f97363e02c05,Worm.Win32.NetSky.49
ea44a3f592930ff1cd595a99f95e3c07bc316cb5ca0e559bbcfc954c1b615706,Trojan.Win32.CobaltStrike.0
c920a57a5d1c26cd666c655d0e99753e2d069373e01ab07a4872ed26bf5fecf6,HackTool.Win32.Mimikatz.1
b365b937fc1e6e20ca5d22f2e69bf7b778f5a70fba716aef50592ac1334d374c,Adware.Win32.DealPly.2
95e39df81898095eff803a261fede236ef308aecc5a62319e6812272a3e8668f,Dropper.Win32.Generic.3
f7ec97a0e91a32b5f6df7f3d9dbd2dbdbc49761e5b0fe9ad30b27c3a4e74fdb5,Trojan.Win32.WannaCry.4
e44c224ea7dc6b992c3ec00582982369f9de3ceb1be2cb62264dac7a279e95b1,Ransom.Win32.LockBit.5
2f157612475b51938bcac1c74187549de7ba48f62a137c7576cea92c478ebbfe,Backdoor.Win32.DarkComet.6
9900ff227be529df37333fd3c0c823f28074fa8f80f884fe40afadcf9dab1924,Spyware.Win32.AgentTesla.7
71df4f519b5a1a089e1dc233acd31ee179155f423327fb42babcbaff11a898ed,Trojan.Win32.RedLine.8
40e0c7e2205ac449d4831411a8b1e81ae25146ea21fa572c95cbbee30728fac5,Miner.Win32.XMRig.9
0cd6d28c417a46d0601949962bc04afce981452c4129c2a5432faaa03affad99,Trojan.Win32.Emotet.10
bfdde6a7558bba07bc229cc3bf96afbc11e1cc8afdfded734c2f2993d3b0ce89,Worm.Win32.NetSky.11
e7e5167c8a99474248147380120194e40c70f0a1f43b74a2227c5fd57e4d945d,Trojan.Win32.CobaltStrike.12
e2b474409f604c8826d9284c92e03f56175b697c7645e453ff2c5be4aabc6597,HackTool.Win32.Mimikatz.13
3bad08d36f7244095f1d3ec74bb14303874b37b9e361cd011c21af9fca3232d5,Adware.Win32.DealPly.14
a61e9a8791e0a5c79c98ac9c6c290028e1f0850485135bae3fc6a75c3e0fe43f,Dropper.Win32.Generic.15
54e98f439f74ca25d4ad4a7805a195ea9c05cd68cdf6ff0d0db515556066121e,Trojan.Win32.WannaCry.16
54979f70ee05fce28c4fe6878713caff2e6fb4e5d39acc68036c8fb939a2d746,Ransom.Win32.LockBit.17
24f8661b982b29b12c2c91c10e652c4a5aee7c28f2253072b5b2b37c8ee44b33,Backdoor.Win32.DarkComet.18
5a730dd47f4640c24fd9fbda61fa55329a8508028e990ae0a447146165159f9c,Spyware.Win32.AgentTesla.19
ba233829a45e87e6339844168b4914e7e9779d16d4ad5ea45688bbcaf73968b0,Trojan.Win32.RedLine.20
d7c9749e103ba2cc24808fab9c48397586a87725b683c3eab498931c42d5aa65,Miner.Win32.XMRig.21
cd1ba06fe4873389939e3773b4f83027e63d786f8d7ccfd8d32595153f045377,Trojan.Win32.Emotet.22
ce64f5f8ecfd30b7bc744f7c1e8ecdf582fefd7d54724780d2eb0bc0c554aa91,Worm.Win32.NetSky.23
55adc588e34c938077aa6901063f8ea1f04cb9d9e737941db631d6d9624ca434,Trojan.Win32.CobaltStrike.24
9d329360a53b26302f5372487ee8e677153e69dff52acb33d45c4e33f46bf635,HackTool.Win32.Mimikatz.25
f8c04dc32e02550a1ee705ed8c7b6a215d1451978a272288dfb5216bb95b6f71,Adware.Win32.DealPly.26
1ae72ee5d6187abbc7752885618ea1b7c6618d096260a693a8f9d50254fe45e1,Dropper.Win32.Generic.27
9f71dc76e2603bd3c0fd2e3b4735dcf543a784bc6cb74b5f6a1491fd05788f94,Trojan.Win32.WannaCry.28
a5da39f3a8283be2cc5005bd39af358b8bff1798bff30ad89d1465104b2bf276,Ransom.Win32.LockBit.29
e6caf18889a36542430ae683dd5efbe544ef9358068da5ef5a08708ed01cae23,Backdoor.Win32.DarkComet.30
05e57257437425e212e9028ce7f03b91135990057c94ae67f0116d5d5721a4af,Spyware.Win32.AgentTesla.31
0e7a5c884bd9ddf14c2a194c8d3e29836db416dc74567999f9ce9d7deb83703e,Trojan.Win32.RedLine.32
7678ed6a6f720e2e4eebae7db15378a50ba71f44c51aa919a095eb34de48a8f7,Miner.Win32.XMRig.33
